step,customer,age,gender,merchant,category,amount,fraud
30-07-2021,C1318366224,36to45,Female,M1823072687,Transportation,9.28,0
12-05-2021,C1877766749,26to35,Male,M1823072687,Transportation,35.57,0
06-06-2021,C264736518,46to55,Female,M348934600,Transportation,23.1,0
17-06-2021,C1817318774,26to35,Female,M980657600,Sports&Toys,218.54,1
02-06-2021,C447056233,19to25,Female,M1873032707,HotelServices,47.89,1
16-06-2021,C799349963,36to45,Male,M855959430,Transportation,370.23,1
22-07-2021,C1838285576,36to45,Male,M1823072687,Transportation,23.86,0
10-08-2021,C1970738826,46to55,Male,M1823072687,Transportation,37.34,0
09-05-2021,C1572610482,36to45,Female,M480139044,Health,420.79,1
22-06-2021,C73919470,36to45,Female,M1823072687,Transportation,8.22,0
16-03-2021,C2130327838,26to35,Male,M1198415165,Beauty&Wellness,67.42,0
21-07-2021,C961154945,36to45,Male,M980657600,Sports&Toys,421.59,1
12-04-2021,C986553990,56to65,Female,M349281107,Fashion,16.56,0
06-08-2021,C332628188,19to25,Female,M855959430,Transportation,29.56,1
18-07-2021,C291671443,26to35,Male,M1823072687,Transportation,30.05,0
24-04-2021,C1362863442,26to35,Female,M348934600,Transportation,27.86,0
10-07-2021,C2038979642,36to45,Female,M1823072687,Transportation,41.62,0
11-07-2021,C138445718,36to45,Male,M45060432,HotelServices,166.13,0
23-04-2021,C798268011,36to45,Female,M1823072687,Transportation,50.51,0
06-07-2021,C220904895,36to45,Male,M1823072687,Transportation,12.95,0
04-03-2021,C250546729,46to55,Male,M1872033263,Home,209.63,0
24-07-2021,C416536713,26to35,Female,M1946091778,Beauty&Wellness,91.5,0
24-08-2021,C34948851,36to45,Female,M85975013,Groceries,19.19,0
23-06-2021,C37682628,19to25,Male,M1873032707,HotelServices,474.99,1
17-03-2021,C1464489812,46to55,Male,M980657600,Sports&Toys,533.1,1
16-08-2021,C450299456,26to35,Female,M348934600,Transportation,71.57,0
28-06-2021,C1803181641,26to35,Male,M85975013,Groceries,5.12,0
17-06-2021,C100045114,46to55,Male,M78078399,Beauty&Wellness,87.45,0
11-03-2021,C1968779147,56to65,Male,M348934600,Transportation,49,0
04-08-2021,C440694138,26to35,Female,M348934600,Transportation,40.78,0
14-08-2021,C2027052970,56to65,Male,M547558035,Fashion,69.81,1
15-05-2021,C1049562739,36to45,Male,M1823072687,Transportation,4.23,0
16-06-2021,C34104097,19to25,Female,M348934600,Transportation,23.01,0
28-05-2021,C1345265337,26to35,Male,M348934600,Transportation,12.84,0
11-08-2021,C1869757503,56to65,Female,M1823072687,Transportation,55.55,0
25-05-2021,C1887326984,26to35,Female,M1823072687,Transportation,5.52,0
31-05-2021,C1177396126,26to35,Male,M1823072687,Transportation,19.76,0
12-04-2021,C745099746,36to45,Female,M348934600,Transportation,41.49,0
01-04-2021,C1445931696,46to55,Male,M348934600,Transportation,28.2,0
18-06-2021,C1350963410,56to65,Female,M1741626453,Sports&Toys,211.9,1
25-06-2021,C1709958311,gt65,Male,M1823072687,Transportation,26.37,0
12-08-2021,C186469824,46to55,Female,M348934600,Transportation,16.38,0
27-07-2021,C1327124397,26to35,Male,M348934600,Transportation,57.86,0
26-06-2021,C1799527037,26to35,Male,M1823072687,Transportation,62.1,0
19-03-2021,C509546455,26to35,Male,M348934600,Transportation,21.78,0
14-08-2021,C1135495199,26to35,Male,M85975013,Groceries,69.84,0
10-05-2021,C309334921,26to35,Female,M348934600,Transportation,31.24,0
03-06-2021,C1872660217,46to55,Female,M348934600,Transportation,29.09,0
27-03-2021,C583110837,36to45,Male,M1888755466,OtherServices,102.08,0
08-04-2021,C345996643,26to35,Male,M480139044,Health,106.69,0
04-06-2021,C1453917071,56to65,Female,M480139044,Health,362.98,1
24-07-2021,C896887653,36to45,Male,M97925176,Beauty&Wellness,108.46,0
16-06-2021,C1928842916,26to35,Male,M855959430,Transportation,177.6,1
09-03-2021,C1855857061,46to55,Female,M348934600,Transportation,41.06,0
14-07-2021,C985780492,26to35,Female,M1823072687,Transportation,6.58,0
27-08-2021,C371570992,gt65,Male,M1823072687,Transportation,5.68,0
25-08-2021,C597641228,26to35,Male,M480139044,Health,482.5,1
05-08-2021,C1607323693,36to45,Female,M1823072687,Transportation,29.13,0
09-03-2021,C825969892,26to35,Male,M348934600,Transportation,48.22,0
24-08-2021,C1093826151,46to55,Male,M348934600,Transportation,0.87,0
21-05-2021,C1733778992,26to35,Female,M980657600,Sports&Toys,50.08,1
09-03-2021,C1275518867,56to65,Female,M980657600,Sports&Toys,377.53,1
24-08-2021,C1460082550,gt65,Female,M980657600,Sports&Toys,105.81,1
10-08-2021,C1741037105,19to25,Female,M1823072687,Transportation,23.68,0
28-07-2021,C897883896,26to35,Female,M1823072687,Transportation,25.83,0
14-07-2021,C969824969,46to55,Female,M348934600,Transportation,18.82,0
07-03-2021,C1312615175,46to55,Female,M980657600,Sports&Toys,460.96,1
11-03-2021,C1275518867,56to65,Female,M732195782,Travel,2846.67,1
17-05-2021,C2118328869,26to35,Female,M980657600,Sports&Toys,499.84,1
21-07-2021,C803365419,19to25,Female,M348934600,Transportation,10.94,0
23-07-2021,C1670779713,26to35,Male,M348934600,Transportation,15.51,0
22-03-2021,C1175850429,46to55,Male,M732195782,Travel,1182.85,1
18-04-2021,C1973203074,46to55,Female,M348934600,Transportation,45.58,0
14-04-2021,C1510459992,36to45,Male,M348934600,Transportation,8.71,0
07-08-2021,C103240070,26to35,Female,M1823072687,Transportation,2.22,0
22-08-2021,C1991822900,36to45,Female,M1823072687,Transportation,26.1,0
26-05-2021,C1200336063,26to35,Male,M1823072687,Transportation,18.39,0
19-06-2021,C2094361013,Unknown,Enterprise,M85975013,Groceries,3.21,0
26-06-2021,C1909173090,56to65,Female,M348934600,Transportation,21.7,0
19-05-2021,C772895850,36to45,Male,M1823072687,Transportation,20.49,0
02-06-2021,C381007057,19to25,Female,M480139044,Health,772.96,1
05-08-2021,C1231572628,36to45,Female,M1823072687,Transportation,27.11,0
10-06-2021,C1529207541,26to35,Female,M732195782,Travel,1084.11,0
08-06-2021,C954359387,46to55,Male,M980657600,Sports&Toys,288.45,1
30-04-2021,C402994775,19to25,Male,M1823072687,Transportation,3.5,0
21-05-2021,C1021409246,26to35,Male,M1823072687,Transportation,44.6,0
03-08-2021,C909053762,gt65,Male,M348934600,Transportation,48.55,0
03-08-2021,C449179311,26to35,Male,M855959430,Transportation,19.96,1
01-05-2021,C1047374909,gt65,Female,M151143676,Restaurants&Bars,23.47,0
09-03-2021,C327430270,56to65,Female,M348934600,Transportation,7.14,0
01-04-2021,C195373250,36to45,Male,M3697346,Leisure,186.59,1
21-08-2021,C1075787773,36to45,Male,M1823072687,Transportation,37.47,0
04-05-2021,C2018553540,46to55,Female,M480139044,Health,296.43,1
14-07-2021,C880299982,36to45,Male,M1053599405,Health,11.31,0
07-06-2021,C1367581052,46to55,Male,M1823072687,Transportation,27.69,0
01-06-2021,C842799656,19to25,Female,M348934600,Transportation,22.74,0
02-03-2021,C1434797923,36to45,Male,M857378720,HotelServices,396.36,1
22-07-2021,C1971736578,56to65,Female,M1873032707,HotelServices,460.25,1
21-05-2021,C324333692,46to55,Female,M1823072687,Transportation,39.71,0
21-06-2021,C1273692645,36to45,Male,M1823072687,Transportation,22.69,0
16-05-2021,C547610089,46to55,Female,M980657600,Sports&Toys,268.81,1
18-07-2021,C1585648581,46to55,Female,M85975013,Groceries,11.93,0
15-04-2021,C1908932714,26to35,Female,M1823072687,Transportation,26.93,0
08-04-2021,C1750373007,36to45,Female,M1823072687,Transportation,46.9,0
01-06-2021,C15276068,26to35,Male,M1946091778,Beauty&Wellness,73.96,0
05-03-2021,C1607867760,46to55,Female,M1823072687,Transportation,25.65,0
13-03-2021,C484268062,36to45,Female,M840466850,Technology,85.58,1
15-05-2021,C570277915,26to35,Female,M348934600,Transportation,39.85,0
19-06-2021,C1072577677,36to45,Female,M1823072687,Transportation,24.91,0
29-03-2021,C1272326382,19to25,Male,M480139044,Health,1298.23,1
03-07-2021,C186769596,26to35,Female,M1823072687,Transportation,39.17,0
24-03-2021,C1499701993,36to45,Male,M980657600,Sports&Toys,441.58,1
09-03-2021,C926672832,26to35,Male,M980657600,Sports&Toys,535.42,1
23-04-2021,C1801270098,36to45,Male,M1823072687,Transportation,48.27,0
08-07-2021,C2134625729,26to35,Female,M348934600,Transportation,29.55,0
17-05-2021,C333484923,46to55,Male,M1823072687,Transportation,54.49,0
21-06-2021,C1175850429,46to55,Male,M151143676,Restaurants&Bars,111.6,1
21-05-2021,C1165343027,46to55,Male,M2011752106,HotelServices,313.18,1
17-05-2021,C1605127736,26to35,Male,M1823072687,Transportation,32.97,0
05-03-2021,C1572610482,36to45,Female,M480139044,Health,697.85,1
22-04-2021,C1415453492,26to35,Female,M1823072687,Transportation,2.68,0
14-03-2021,C1697851479,36to45,Male,M348934600,Transportation,42.48,0
11-04-2021,C2110568911,26to35,Female,M677738360,Contents,13.32,0
12-08-2021,C1298891864,26to35,Female,M1535107174,Beauty&Wellness,290.16,1
20-04-2021,C2008400862,36to45,Male,M980657600,Sports&Toys,466.92,1
31-07-2021,C1283534588,36to45,Male,M348934600,Transportation,8.03,0
22-08-2021,C1914582232,26to35,Male,M348934600,Transportation,28.93,0
21-04-2021,C1156808163,36to45,Male,M3697346,Leisure,232.13,1
28-03-2021,C1166337448,36to45,Female,M348934600,Transportation,9.2,0
11-08-2021,C1387070447,26to35,Male,M1823072687,Transportation,28.81,0
15-07-2021,C2094361013,Unknown,Enterprise,M1823072687,Transportation,0.16,0
08-07-2021,C910454738,46to55,Female,M732195782,Travel,2128.9,1
23-06-2021,C566582492,36to45,Male,M2011752106,HotelServices,915,1
30-06-2021,C1744098311,46to55,Female,M1823072687,Transportation,12.45,0
01-07-2021,C445178285,36to45,Male,M348934600,Transportation,47.88,0
26-04-2021,C1332125345,26to35,Female,M855959430,Transportation,35.01,0
23-05-2021,C1275518867,56to65,Female,M980657600,Sports&Toys,424.47,1
09-07-2021,C1022530210,46to55,Male,M1873032707,HotelServices,740.18,1
22-06-2021,C1375956198,36to45,Female,M1741626453,Sports&Toys,61.45,1
08-08-2021,C1668825144,gt65,Female,M1823072687,Transportation,5.35,0
31-07-2021,C1579865062,19to25,Female,M1823072687,Transportation,18.65,0
08-06-2021,C564489242,19to25,Male,M1823072687,Transportation,27.68,0
20-03-2021,C1572610482,36to45,Female,M855959430,Transportation,145.87,1
20-07-2021,C1216409727,36to45,Female,M85975013,Groceries,39.08,0
18-03-2021,C292682242,36to45,Male,M1823072687,Transportation,14.03,0
18-06-2021,C417912401,36to45,Female,M1823072687,Transportation,31.3,0
08-07-2021,C769422228,26to35,Female,M1823072687,Transportation,13.53,0
09-05-2021,C371517012,26to35,Male,M1741626453,Sports&Toys,218.58,1
25-05-2021,C252172114,26to35,Male,M85975013,Groceries,76.26,0
10-06-2021,C1489078579,19to25,Male,M1823072687,Transportation,57.91,0
10-04-2021,C634714812,36to45,Male,M1053599405,Health,12.49,0
21-04-2021,C1441133487,19to25,Male,M348934600,Transportation,30.07,0
11-03-2021,C553434543,26to35,Male,M480139044,Health,123.09,1
25-08-2021,C1480640363,26to35,Male,M1823072687,Transportation,27.14,0
22-03-2021,C261466841,gt65,Male,M348934600,Transportation,18.08,0
19-08-2021,C1597289593,46to55,Female,M348934600,Transportation,25.41,0
12-07-2021,C232517457,56to65,Female,M1823072687,Transportation,25.75,0
11-07-2021,C2058916086,26to35,Female,M348934600,Transportation,20.55,0
05-03-2021,C186469824,46to55,Female,M1823072687,Transportation,5.95,0
25-03-2021,C2104185147,26to35,Female,M1600850729,Fashion,23.11,0
10-04-2021,C2101882723,19to25,Female,M1823072687,Transportation,11.41,0
14-07-2021,C1781953799,56to65,Male,M78078399,Beauty&Wellness,422.62,1
22-07-2021,C507179979,26to35,Female,M1600850729,Fashion,85.81,0
26-03-2021,C637831009,36to45,Female,M1823072687,Transportation,40.83,0
15-07-2021,C430579454,46to55,Female,M348934600,Transportation,18.97,0
25-04-2021,C1909173090,56to65,Female,M1823072687,Transportation,10.74,0
04-03-2021,C874725016,26to35,Female,M348934600,Transportation,37.39,0
15-05-2021,C1318366224,36to45,Female,M1823072687,Transportation,28.34,0
04-08-2021,C814079066,19to25,Female,M1823072687,Transportation,11.8,0
11-06-2021,C1870640785,46to55,Male,M1823072687,Transportation,65.98,0
30-03-2021,C576358551,gt65,Male,M855959430,Transportation,323.23,1
26-08-2021,C285513182,56to65,Male,M1823072687,Transportation,24.95,0
07-06-2021,C1777502922,26to35,Female,M980657600,Sports&Toys,631.14,1
07-08-2021,C1918088317,19to25,Female,M1198415165,Beauty&Wellness,20.81,1
17-08-2021,C954636025,36to45,Male,M1823072687,Transportation,5.12,0
13-06-2021,C1628447668,36to45,Male,M1823072687,Transportation,31.89,0
02-04-2021,C1777502922,26to35,Female,M480139044,Health,691.39,1
13-06-2021,C628112283,36to45,Male,M1823072687,Transportation,20.64,0
14-04-2021,C822689044,26to35,Male,M85975013,Groceries,9.07,0
30-05-2021,C629170053,46to55,Male,M1535107174,Beauty&Wellness,295.24,1
03-08-2021,C2005297705,36to45,Male,M1823072687,Transportation,51.31,0
03-08-2021,C688041542,26to35,Male,M480139044,Health,1035.47,1
27-04-2021,C1233238493,26to35,Female,M85975013,Groceries,66.42,0
14-07-2021,C1225533078,26to35,Female,M1823072687,Transportation,46.37,0
24-05-2021,C1723897078,26to35,Female,M1823072687,Transportation,27.49,0
28-07-2021,C1638237205,36to45,Male,M1823072687,Transportation,46.24,0
25-08-2021,C1929167055,46to55,Male,M980657600,Sports&Toys,519.41,1
03-03-2021,C2094478222,46to55,Female,M348934600,Transportation,29.95,0
19-05-2021,C1451561221,gt65,Male,M1823072687,Transportation,58.93,0
26-07-2021,C1224153830,46to55,Female,M349281107,Fashion,51.34,0
27-06-2021,C667215072,36to45,Female,M547558035,Fashion,625.81,1
19-08-2021,C483009385,36to45,Female,M348934600,Transportation,5.44,0
15-06-2021,C1014347664,gt65,Male,M2011752106,HotelServices,476.54,1
26-07-2021,C1882101149,46to55,Male,M1823072687,Transportation,31.88,0
11-07-2021,C342410301,36to45,Female,M348934600,Transportation,35.24,0
08-03-2021,C1275518867,56to65,Female,M17379832,Sports&Toys,845.44,1
02-07-2021,C34676686,26to35,Male,M1823072687,Transportation,59.56,0
19-06-2021,C179390259,46to55,Female,M855959430,Transportation,419.86,1
16-08-2021,C34104097,19to25,Female,M1823072687,Transportation,59.03,0
02-03-2021,C976209265,46to55,Male,M348934600,Transportation,20.33,0
23-04-2021,C1348847019,36to45,Male,M348934600,Transportation,17.09,0
08-08-2021,C284165615,36to45,Female,M1823072687,Transportation,1.7,0
09-08-2021,C510934446,19to25,Female,M348934600,Transportation,39.74,0
16-08-2021,C1030484150,26to35,Female,M1823072687,Transportation,6.47,0
27-08-2021,C365096731,36to45,Male,M1823072687,Transportation,40.1,0
03-03-2021,C409331076,46to55,Male,M1823072687,Transportation,9.54,0
09-06-2021,C1557540123,46to55,Female,M1823072687,Transportation,10.73,0
28-06-2021,C848293063,56to65,Female,M151143676,Restaurants&Bars,56.17,0
19-05-2021,C1378412230,26to35,Female,M1823072687,Transportation,18.72,0
03-08-2021,C2004941826,26to35,Female,M1198415165,Beauty&Wellness,240.01,1
24-06-2021,C1333401746,36to45,Female,M348934600,Transportation,24.02,0
07-03-2021,C1859195979,36to45,Female,M2080407379,Travel,3611.11,1
02-05-2021,C1038277619,gt65,Male,M480139044,Health,104.44,1
17-05-2021,C1047374909,gt65,Female,M209847108,Beauty&Wellness,19.99,0
26-06-2021,C1344489848,46to55,Female,M348934600,Transportation,37.07,0
05-06-2021,C1528848756,26to35,Male,M348934600,Transportation,38.68,0
14-03-2021,C1166337448,36to45,Female,M348934600,Transportation,32.53,0
02-05-2021,C931370744,26to35,Female,M732195782,Travel,4734.42,1
05-03-2021,C375144053,gt65,Female,M2080407379,Travel,2973.46,1
03-05-2021,C2011875751,46to55,Male,M547558035,Fashion,515.5,1
12-03-2021,C377517197,36to45,Female,M348934600,Transportation,51.66,0
30-06-2021,C15777324,26to35,Female,M1823072687,Transportation,33.6,0
02-04-2021,C1349321790,36to45,Female,M3697346,Leisure,321.47,1
27-08-2021,C1580753738,56to65,Male,M348934600,Transportation,24.72,0
27-03-2021,C1849046345,46to55,Female,M1198415165,Beauty&Wellness,461.65,1
05-03-2021,C165037464,19to25,Female,M1823072687,Transportation,25.23,0
06-07-2021,C979437396,56to65,Female,M85975013,Groceries,15.38,0
17-03-2021,C1983734850,36to45,Male,M980657600,Sports&Toys,299.42,1
20-08-2021,C1625937550,26to35,Female,M1823072687,Transportation,10.86,0
12-08-2021,C1873446390,26to35,Male,M1888755466,OtherServices,411.22,1
14-06-2021,C1539474222,26to35,Female,M732195782,Travel,4490.54,1
12-08-2021,C292682242,36to45,Male,M1823072687,Transportation,14.96,0
24-04-2021,C418638324,56to65,Female,M1823072687,Transportation,20.33,0
08-04-2021,C1434853621,19to25,Female,M1823072687,Transportation,16,0
21-08-2021,C663226052,36to45,Female,M1823072687,Transportation,10.67,0
29-06-2021,C46027917,56to65,Female,M480139044,Health,301.97,1
01-07-2021,C1214582637,26to35,Female,M480139044,Health,15.06,1
14-06-2021,C2100371435,26to35,Female,M1823072687,Transportation,22.02,0
14-07-2021,C1945520078,36to45,Female,M1823072687,Transportation,19.65,0
18-07-2021,C1505370540,36to45,Female,M1823072687,Transportation,21.48,0
15-05-2021,C1276892406,46to55,Male,M348934600,Transportation,1.59,0
10-06-2021,C1128965136,26to35,Female,M1823072687,Transportation,6.32,0
27-04-2021,C918933783,46to55,Female,M732195782,Travel,4846.15,1
19-03-2021,C404536294,36to45,Female,M348934600,Transportation,20.69,0
08-07-2021,C515668508,36to45,Female,M1823072687,Transportation,13.85,0
17-06-2021,C1648096390,56to65,Male,M1823072687,Transportation,43.33,0
08-05-2021,C743934970,26to35,Female,M348934600,Transportation,58.65,0
12-08-2021,C2117244434,36to45,Female,M348934600,Transportation,32.89,0
13-07-2021,C1342849651,19to25,Male,M1823072687,Transportation,11.67,0
15-08-2021,C987677028,36to45,Male,M1823072687,Transportation,42.32,0
18-07-2021,C1365609574,46to55,Male,M1823072687,Transportation,34.9,0
04-04-2021,C924804429,36to45,Male,M348934600,Transportation,48.35,0
18-08-2021,C1051985937,26to35,Female,M980657600,Sports&Toys,5.11,1
16-07-2021,C1667002698,36to45,Male,M1823072687,Transportation,9.65,0
21-04-2021,C200511130,26to35,Male,M1823072687,Transportation,40.89,0
21-04-2021,C2125787399,46to55,Female,M151143676,Restaurants&Bars,57.49,0
24-06-2021,C1633477199,26to35,Male,M348934600,Transportation,13.48,0
05-04-2021,C1637357651,36to45,Male,M348934600,Transportation,26.14,0
13-03-2021,C553434543,26to35,Male,M980657600,Sports&Toys,111.36,1
09-05-2021,C1681589600,26to35,Female,M1823072687,Transportation,50.17,0
25-08-2021,C793890087,26to35,Female,M1823072687,Transportation,28.27,0
12-06-2021,C999723254,26to35,Male,M480139044,Health,268.6,1
16-05-2021,C583110837,36to45,Male,M209847108,Beauty&Wellness,13.07,1
28-05-2021,C1450140987,46to55,Female,M480139044,Health,128.91,1
09-04-2021,C525850964,26to35,Female,M1873032707,HotelServices,255.84,1
19-07-2021,C2129964241,26to35,Male,M1823072687,Transportation,39,0
02-07-2021,C1297995542,46to55,Female,M1823072687,Transportation,30.31,0
05-04-2021,C546957379,56to65,Male,M348934600,Transportation,55.13,0
28-04-2021,C1050663079,46to55,Male,M1823072687,Transportation,40.42,0
25-06-2021,C442137737,56to65,Male,M1823072687,Transportation,31.86,0
01-08-2021,C332239974,56to65,Male,M348934600,Transportation,6.56,0
17-06-2021,C309334921,26to35,Female,M1823072687,Transportation,1.61,0
16-03-2021,C678683295,26to35,Female,M348934600,Transportation,29.35,0
11-07-2021,C233539413,26to35,Female,M1198415165,Beauty&Wellness,168.93,1
15-03-2021,C1978250683,36to45,Female,M1198415165,Beauty&Wellness,45.32,1
25-05-2021,C54876469,46to55,Male,M348934600,Transportation,62.83,0
28-06-2021,C490092965,26to35,Male,M348934600,Transportation,13.49,0
11-04-2021,C588841669,26to35,Female,M348934600,Transportation,12.8,0
19-06-2021,C844005460,36to45,Male,M348934600,Transportation,16.46,0
09-07-2021,C374616385,19to25,Female,M480139044,Health,404.11,1
07-03-2021,C605859862,56to65,Female,M855959430,Transportation,306.04,1
23-05-2021,C115986226,26to35,Female,M348934600,Transportation,38.86,0
21-03-2021,C47462628,26to35,Female,M348934600,Transportation,38.55,0
08-05-2021,C537423962,36to45,Female,M1823072687,Transportation,29.19,0
27-03-2021,C436675602,26to35,Male,M348934600,Transportation,2.1,0
31-07-2021,C150587559,26to35,Female,M1946091778,Beauty&Wellness,66.42,0
23-04-2021,C727502065,26to35,Male,M732195782,Travel,4038.22,1
19-05-2021,C431496464,26to35,Male,M17379832,Sports&Toys,504.17,1
05-06-2021,C509860014,gt65,Female,M1823072687,Transportation,3.2,0
12-05-2021,C1708261114,46to55,Female,M1535107174,Beauty&Wellness,41.85,0
24-08-2021,C69317479,36to45,Female,M1823072687,Transportation,26.83,0
16-04-2021,C811312110,36to45,Female,M2122776122,Home,1108.43,1
19-05-2021,C1864289868,46to55,Female,M1823072687,Transportation,49.45,0
09-03-2021,C861479162,36to45,Female,M1823072687,Transportation,9.78,0
30-05-2021,C1886871597,46to55,Female,M980657600,Sports&Toys,141.84,1
05-04-2021,C1046896257,46to55,Male,M348934600,Transportation,54.92,0
29-06-2021,C381007057,19to25,Female,M480139044,Health,476.3,1
08-05-2021,C800272493,26to35,Female,M480139044,Health,567.39,1
22-03-2021,C1729776721,46to55,Male,M348934600,Transportation,73.07,0
09-05-2021,C332628188,19to25,Female,M480139044,Health,28.48,1
26-07-2021,C1130259702,36to45,Male,M348934600,Transportation,13.04,0
19-06-2021,C587216359,56to65,Female,M348934600,Transportation,31.95,0
06-08-2021,C1454671890,56to65,Female,M348934600,Transportation,19.17,0
13-08-2021,C766494418,26to35,Male,M1823072687,Transportation,4.96,0
22-05-2021,C1648145906,26to35,Female,M348934600,Transportation,20.27,0
26-07-2021,C1043677034,26to35,Male,M348934600,Transportation,43.01,0
27-06-2021,C1791014902,46to55,Female,M348934600,Transportation,34,0
24-06-2021,C1760524265,26to35,Female,M1823072687,Transportation,44.19,0
08-08-2021,C484067548,56to65,Male,M480139044,Health,477.94,1
04-03-2021,C1734948367,36to45,Male,M1888755466,OtherServices,571.7,1
18-07-2021,C359668643,26to35,Male,M1353266412,HotelServices,929.49,1
07-08-2021,C1288983259,36to45,Female,M480139044,Health,241.85,1
03-07-2021,C343512101,36to45,Male,M3697346,Leisure,397.43,1
01-04-2021,C1717543260,36to45,Male,M1823072687,Transportation,21.31,0
12-07-2021,C1602759549,26to35,Female,M1823072687,Transportation,32.05,0
26-03-2021,C1811749392,26to35,Female,M348934600,Transportation,47.47,0
17-05-2021,C1702053445,46to55,Female,M85975013,Groceries,39.54,0
30-04-2021,C2129810887,46to55,Female,M1741626453,Sports&Toys,423.9,1
13-04-2021,C1404589205,26to35,Male,M1823072687,Transportation,40.2,0
13-03-2021,C490092965,26to35,Male,M348934600,Transportation,43.32,0
29-04-2021,C230958403,26to35,Male,M732195782,Travel,3085.69,1
17-04-2021,C272752096,36to45,Female,M1823072687,Transportation,5.38,0
19-06-2021,C909525375,26to35,Male,M1823072687,Transportation,30.63,0
08-03-2021,C1582197917,26to35,Female,M348934600,Transportation,48.75,0
02-08-2021,C1753498738,36to45,Female,M1823072687,Transportation,17.38,0
15-08-2021,C2036557936,26to35,Male,M1823072687,Transportation,0.51,0
28-05-2021,C1745468920,26to35,Female,M348934600,Transportation,26.36,0
10-04-2021,C1175850429,46to55,Male,M980657600,Sports&Toys,450.9,1
26-03-2021,C1769470125,26to35,Female,M348934600,Transportation,10.82,0
17-03-2021,C208514238,36to45,Male,M1823072687,Transportation,19.07,0
08-05-2021,C1211514218,36to45,Male,M2122776122,Home,306.13,1
18-05-2021,C1163635747,46to55,Male,M480139044,Health,414.06,1
15-04-2021,C806399525,26to35,Female,M480139044,Health,1008.02,1
31-07-2021,C905744010,26to35,Female,M1823072687,Transportation,30.03,0
26-05-2021,C1701338775,56to65,Female,M1823072687,Transportation,10.05,0
10-06-2021,C821630606,19to25,Female,M1823072687,Transportation,53.79,0
24-05-2021,C440694138,26to35,Female,M855959430,Transportation,231.39,1
02-06-2021,C1969942970,36to45,Male,M348934600,Transportation,19.96,0
11-05-2021,C351880818,19to25,Male,M348934600,Transportation,10.63,0
17-07-2021,C463539622,26to35,Male,M1823072687,Transportation,8.74,0
26-05-2021,C879614402,19to25,Male,M1823072687,Transportation,35.97,0
04-03-2021,C1388933025,26to35,Female,M1823072687,Transportation,2.49,0
18-06-2021,C2094478222,46to55,Female,M348934600,Transportation,40.39,0
02-03-2021,C1225533078,26to35,Female,M348934600,Transportation,24.75,0
20-07-2021,C144835944,46to55,Female,M1353266412,HotelServices,594.24,1
01-07-2021,C1811749392,26to35,Female,M1823072687,Transportation,21.94,0
31-03-2021,C923875417,56to65,Female,M1823072687,Transportation,6.63,0
10-08-2021,C647327489,26to35,Male,M1823072687,Transportation,48.57,0
12-08-2021,C676156739,26to35,Female,M1823072687,Transportation,38.12,0
28-06-2021,C1379018843,56to65,Male,M1823072687,Transportation,28.51,0
02-08-2021,C745099746,36to45,Female,M1823072687,Transportation,45.7,0
06-07-2021,C1159406873,36to45,Female,M1823072687,Transportation,50.42,0
21-04-2021,C233548839,26to35,Female,M348934600,Transportation,20.16,0
05-06-2021,C278484907,26to35,Male,M1198415165,Beauty&Wellness,115.99,1
26-05-2021,C1078316853,26to35,Female,M732195782,Travel,1876.33,1
14-05-2021,C1861439904,19to25,Male,M348934600,Transportation,14.16,0
11-07-2021,C861930901,36to45,Female,M348934600,Transportation,30.95,0
24-06-2021,C1460082550,gt65,Female,M1823072687,Transportation,37.61,0
01-05-2021,C181787207,36to45,Male,M1823072687,Transportation,50.11,0
30-04-2021,C1660830591,19to25,Female,M1823072687,Transportation,38.18,0
10-07-2021,C77415586,36to45,Male,M1946091778,Beauty&Wellness,114.43,0
29-07-2021,C896659218,46to55,Female,M480139044,Health,359.54,1
29-03-2021,C652253057,56to65,Male,M85975013,Groceries,14.47,0
20-08-2021,C1383337902,26to35,Male,M1823072687,Transportation,48.07,0
20-04-2021,C662931726,26to35,Female,M1823072687,Transportation,4.19,0
10-04-2021,C1467497219,gt65,Female,M1823072687,Transportation,5.68,0
01-06-2021,C911139709,36to45,Female,M1823072687,Transportation,9.48,0
16-06-2021,C149698808,26to35,Female,M1823072687,Transportation,43.36,0
30-06-2021,C448362974,19to25,Male,M1823072687,Transportation,48.94,0
14-04-2021,C82079505,26to35,Male,M1823072687,Transportation,18.37,0
06-07-2021,C1680347409,26to35,Female,M45060432,HotelServices,116.06,0
17-05-2021,C612230385,46to55,Male,M348934600,Transportation,39.06,0
09-08-2021,C1994178184,46to55,Male,M1198415165,Beauty&Wellness,84.22,1
03-08-2021,C1807452084,36to45,Female,M1823072687,Transportation,14.68,0
08-07-2021,C245117318,36to45,Female,M480139044,Health,95.96,1
24-06-2021,C905744010,26to35,Female,M1823072687,Transportation,6.47,0
12-03-2021,C1978250683,36to45,Female,M840466850,Technology,615.84,1
02-07-2021,C1501782229,56to65,Female,M1823072687,Transportation,26.87,0
03-05-2021,C1981089677,46to55,Male,M732195782,Travel,3395.62,1
02-07-2021,C1817318774,26to35,Female,M980657600,Sports&Toys,675.54,1
24-06-2021,C1689884214,36to45,Male,M1823072687,Transportation,26.6,0
21-05-2021,C1114643543,gt65,Male,M1823072687,Transportation,17.7,0
13-08-2021,C226835436,46to55,Female,M1823072687,Transportation,29.24,0
